Year,Year ending,Offence Subdivision,Offence Group,Offence Description,CSA Drug Type,Offence Count
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 9 POISON,Not Recorded,7
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS ACETIC ANHYDRIDE,Other,2
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS AMPHETAMINE,Amphetamine,2167
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS ANABOLIC STEROIDS,Other,114
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS CANNABIS,Cannabis,7898
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS COCAINE,Cocaine,217
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - CANNABIS,Cannabis,1
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - MDMA,Ecstasy,11
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS CRACK,Cocaine,3
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIMETHYLAMPHETAMINE,Methylamphetamine,7
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -HALLUCINOGEN,Other,107
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -PRESCRIPT DRUG,Prescription,2038
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE - KETAMINE,Other,49
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE (NOT NAMED),Not Recorded,1019
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS ECSTASY,Ecstasy,1160
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS GHB,GHB,300
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS HEROIN,Heroin,786
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS LSD,Other,83
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS METHYLAMPHETAMINE,Methylamphetamine,3026
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS PSEUDOEPHEDRINE,Other,1
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS SYNTHETIC CANNABINOID,Cannabis,4
2015,March,C30 Drug use and possession,C32 Drug possession,POSSESS TETRAHYDROCANNABINOL,Cannabis,31
2015,March,C90 Other drug offences,C99 Other drug offences,AID&ABET POSS SUB/MAT/DOC/EQUIP-TRAF DOD,Not Coded,1
2015,March,C90 Other drug offences,C99 Other drug offences,ATT TO CAUSE PHARM. SUPPLY DRUG OF DEP,Not Coded,6
2015,March,C90 Other drug offences,C99 Other drug offences,CAUSE PHARM DISPENSE DRUG -FALSE REP,Not Coded,2
2015,March,C90 Other drug offences,C99 Other drug offences,DISPLAY A BONG KIT IN A RETAIL OUTLET,Not Coded,1
2015,March,C90 Other drug offences,C99 Other drug offences,DISPLAY AN ICE PIPE IN A RETAIL OUTLET,Not Coded,3
2015,March,C90 Other drug offences,C99 Other drug offences,DISPLAY BONG COMPONENT IN RETAIL OUTLET,Not Coded,2
2015,March,C90 Other drug offences,C99 Other drug offences,INDUCE MP ADMINISTER DRUG OF DEPENDENCE,Not Coded,2
2015,March,C90 Other drug offences,C99 Other drug offences,POSS DOCUMENT-MANUF. D.O.D. TO TRAFFICK,Not Coded,6
2015,March,C90 Other drug offences,C99 Other drug offences,RETAIL OUTLET DISPLAY>3 HOOKAHS FOR SALE,Not Coded,2
2015,March,C90 Other drug offences,C99 Other drug offences,RETAIL OUTLET DISPLY CANNABIS WATER PIPE,Not Coded,1
2015,March,C90 Other drug offences,C99 Other drug offences,SELL A CANNABIS WATER PIPE,Not Coded,2
2015,March,C90 Other drug offences,C99 Other drug offences,SELL A COCAINE KIT,Not Coded,1
2015,March,C90 Other drug offences,C99 Other drug offences,SELL AN ICE PIPE,Not Coded,2
2015,March,C90 Other drug offences,C99 Other drug offences,SUPP SCH4 POISON-SELF ADMIN-WO PRESCRPTN,Not Coded,1
2014,March,C10 Drug dealing and trafficking,C11 Drug dealing,SEND NARCOTIC SUBSTANCE IN POST-C'WEALTH,Not Recorded,1
2014,March,C10 Drug dealing and trafficking,C11 Drug dealing,SUPPLY DOD TO CHILD - USE BY THAT CHILD,Not Recorded,27
2014,March,C10 Drug dealing and trafficking,C11 Drug dealing,SUPPLY DOD TO CHILD-TO SUPPLY ANOR PERSN,Not Recorded,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,AID & ABET TRAFFICK AMPHETAMINE,Amphetamine,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,AID & ABET TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,2
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,AID & ABET TRAFFICK OTHER DRUG,Not Recorded,5
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT IMP COM QTY BORDER CONTROLLED DRUG,Not Recorded,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT POSS MARKETBL QTY BORDER CNTRLD DRUG,Not Recorded,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK AMPHETAMINE,Amphetamine,5
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK CANNABIS,Cannabis,10
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK COCAINE,Cocaine,3
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK DRUG OF DEPENDENCE,Not Recorded,7
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK ECSTASY,Ecstasy,4
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK HEROIN,Heroin,3
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,14
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK PRESCRIBED DRUGS,Prescription,3
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSP. TRAFFICK DRUG OF DEP. -PRES. DRUG,Prescription,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TO TRAFFICK COMM QTY - CANNABIS,Cannabis,2
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TO TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,7
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK CANNABIS,Cannabis,5
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK COMM QTY- METHYLAMPHET,Methylamphetamine,2
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK HEROIN,Heroin,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK OTHER DRUG,Not Recorded,2
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP COM QTY BORDER CONT DRUG-METHAMPHETA,Methylamphetamine,6
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP MRK QTY BORDER CONT DRUG-METHAMPHETA,Methylamphetamine,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTD DRUG-METHAMPHETAMINE,Methylamphetamine,2
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARK QTY BORDER CONTROL PRECURSOR,Not Recorded,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARKET QTY BORDER CONTROLLED DRUG,Not Recorded,2
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,KNOWINGLY/RECKLESSLY IMPORT TIER 1 GOODS,Not Recorded,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK AMPHETAMINE,Amphetamine,266
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ANABOLIC STEROIDS,Other,11
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CANNABIS,Cannabis,797
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COCAINE,Cocaine,71
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - AMPHETAMINE,Amphetamine,6
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - CANNABIS,Cannabis,62
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - COCAINE,Cocaine,3
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - ECSTASY,Ecstasy,7
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - HEROIN,Heroin,9
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - PSEUDOEPHEDRINE,Other,10
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY OF CONTROLLED DRUG,Not Recorded,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,43
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-SYNTHETIC CANNABINOID,Cannabis,2
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG-METHAMPHETAMINE,Methylamphetamine,5
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DIMETHYLAMPHETAMINE,Methylamphetamine,2
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPEND LARGE COMM QTY,Not Recorded,3
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE,Not Recorded,208
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE COMM QTY,Not Recorded,5
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE TO A CHILD,Not Recorded,7
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ECSTASY,Ecstasy,309
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK GHB,GHB,115
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK HEROIN,Heroin,343
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK KETAMINE,Other,22
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - CANNABIS,Cannabis,9
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - COCAINE,Cocaine,5
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - ECSTASY,Ecstasy,10
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - HEROIN,Heroin,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY-OTHER HALLUCIN,Other,1
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LGE COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,24
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LSD,Other,21
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,1737
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK OTHER HALLUCINOGENIC,Other,9
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK PRESCRIBED DRUGS,Prescription,144
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK PSEUDOEPHEDRINE,Other,5
2014,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK TETRAHYDRACANNIBANOL,Cannabis,113
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,AID & ABET CULTIVATE CANNABIS,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,ATT CULTIVATE NARCOTIC PLANT-CANNABIS,Not Coded,6
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CONSPIRE CULTIVATE CANNABIS,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CONSPIRE TO CULTIVATE CANNABIS- COMM QTY,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT COMM QTY-CANNABIS,Not Coded,115
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT COMM QTY-NOT CANNABIS,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT LGE COMM QTY-NOT CANNAB,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULTIVATE NARCOTIC PLANT-CANNABIS,Not Coded,899
2014,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULTIVATE NARCOTIC PLANT-NOT CANNABIS,Not Coded,5
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS CONTROLLED PRECURSOR-PSEUDOEPHEDR,Not Coded,3
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS EQUIPMENT-MANUF. D.O.D. TO TRAFFICK,Not Coded,63
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS MORE THAN 1 TYPE PRECURSOR CHEMICAL,Not Coded,73
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS PRECURSOR CHEM-MORE THAN PRESCR QTY,Not Coded,9
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,"POSSESS 1,4-BUTANEDIOL",Not Coded,17
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS 1-PHENYL-2-PROPANOL,Not Coded,3
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS 1-PHENYL-2-PROPANONE (BMK),Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A CONTROLLED PRECURSOR,Not Coded,10
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A TABLET PRESS,Not Coded,9
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS ACETALDEHYDE,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS AMMONIA,Not Coded,3
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS BENZALDEHYDE,Not Coded,4
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS BENZYL CHLORIDE,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS EPHEDRINE,Not Coded,7
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS FORMALDEHYDE,Not Coded,8
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA BUTYROLACTONE,Not Coded,11
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA HYDROXYBUTANOIC ACID,Not Coded,307
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYDRIODIC ACID,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYPOPHOSPHOROUS ACID,Not Coded,13
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS IODINE,Not Coded,24
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS LYSERGIC ACID,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MAGNESIUM,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MATERIAL-MANUF. DOD TO TRAFFICK,Not Coded,86
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURIC CHLORIDE,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURY,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS METHYLAMINE,Not Coded,14
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS NITROETHANE,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS NITROMETHANE,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHENYLACETONITRILE,Not Coded,3
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHENYLALANINE,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHOROUS ACID,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHORUS,Not Coded,6
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PSEUDOEPHEDRINE,Not Coded,6
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SAFROLE,Not Coded,1
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SODIUM,Not Coded,2
2014,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SUBSTANCE-MANUF. DOD TO TRAFFICK,Not Coded,68
2014,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE AMPHETAMINE,Amphetamine,2
2014,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE COCAINE,Cocaine,1
2014,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE DRUG OF DEPEND. (NOT NAMED),Not Recorded,2
2014,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE HEROIN,Heroin,1
2014,March,C30 Drug use and possession,C31 Drug use,DETAINEE USE DOD W/O AUTH-POLICE GAOL,Not Recorded,3
2014,March,C30 Drug use and possession,C31 Drug use,USE AMPHETAMINE,Amphetamine,241
2014,March,C30 Drug use and possession,C31 Drug use,USE ANABOLIC STEROIDS,Other,1
2014,March,C30 Drug use and possession,C31 Drug use,USE CANNABIS,Cannabis,453
2014,March,C30 Drug use and possession,C31 Drug use,USE COCAINE,Cocaine,4
2014,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -HALLUCINOGEN,Other,13
2014,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -PRESCRIPTION DRUG,Prescription,44
2014,March,C30 Drug use and possession,C31 Drug use,USE ECSTASY,Ecstasy,20
2014,March,C30 Drug use and possession,C31 Drug use,USE GHB,GHB,24
2014,March,C30 Drug use and possession,C31 Drug use,USE HEROIN,Heroin,94
2014,March,C30 Drug use and possession,C31 Drug use,USE KETAMINE,Other,3
2014,March,C30 Drug use and possession,C31 Drug use,USE LSD,Other,6
2014,March,C30 Drug use and possession,C31 Drug use,USE METHYLAMPHETAMINE,Methylamphetamine,200
2014,March,C30 Drug use and possession,C31 Drug use,USE OTHER DRUG OF DEPENDENCE,Not Recorded,58
2014,March,C30 Drug use and possession,C32 Drug possession,AID & ABET POSS. DRUG OF DEP. -PRES.DRUG,Not Recorded,1
2014,March,C30 Drug use and possession,C32 Drug possession,AID & ABET POSSESS OTHER DRUG,Not Recorded,1
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS AMPHETAMINE,Amphetamine,8
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS CANNABIS,Cannabis,14
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS COCAINE,Cocaine,1
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -HALLUCINOGEN,Other,5
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -PRESCR. DRUG,Not Recorded,23
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEPEND (NOT NAMED),Not Recorded,21
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS ECSTASY,Ecstasy,3
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS HEROIN,Heroin,4
2014,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS METHYLAMPHETAMINE,Methylamphetamine,8
